ta;;;;;;
Id_Restaurante;Restaurante;Votaciones;Valoracion;new_rating;Dirección;Estado
507;Sushita Café - Miguel Ángel;664;4.0;4.06;;
508;Couzapin;684;4.0;4.06;;
509;El Barril de Goya;555;4.0;4.06;;
510;Dionisos Huertas;668;4.0;4.06;;
511;Zielou;734;4.0;4.06;;
512;De Maria Preciados;712;4.0;4.06;;
513;Museo Chicote;689;4.0;4.06;;
514;Mercado de la Reina 10;556;4.0;4.06;;
515;Anel Tapas;626;4.0;4.06;;
516;La Jauría;352;3.9;4.05;;
517;Maricastana Bar & Kitchen;925;4.0;4.05;;
518;La manduca;304;3.9;4.05;;
519;Fismuler;1157;4.0;4.05;;
520;Rafa;330;3.9;4.05;;
521;Rubaiyat Madrid;1110;4.0;4.05;;
522;La Tagliatella C/Alcalá, Madrid;347;3.9;4.05;;
523;Terramundi;978;4.0;4.05;;
524;El Hombre Pez;305;3.9;4.05;;
525;Chifa Comedor;352;3.9;4.05;;
526;Bar Galleta;1096;4.0;4.05;;
527;La Pagoda;338;3.9;4.05;;
528;MEAT;300;3.9;4.05;;
529;El Meson de Fuencarral;310;3.9;4.05;;
530;Wao Foods;302;3.9;4.05;;
531;Macarela;358;3.9;4.05;;
532;La Misión;346;3.9;4.05;;
533;Pizzeria Fratelli Figurato;350;3.9;4.05;;
534;La Mordida Retiro;307;3.9;4.05;;
535;Lamucca de Almagro;987;4.0;4.05;;
536;Piu di Prima;341;3.9;4.05;;
537;Fuku;318;3.9;4.05;;
538;Taberna El Fontán;347;3.9;4.05;;
539;Restaurante La Trainera;837;4.0;4.05;;
540;Latxaska Etxea;309;3.9;4.05;;
541;Casa Hortensia Restaurante & Sidrería;1067;4.0;4.05;;
542;Café Viena;314;3.9;4.05;;
543;Goiko Gluten Free;1423;4.0;4.04;;
544;Asador Donostiarra;1521;4.0;4.04;;
545;Ópera Victoria Restaurante;427;3.9;4.04;;
546;Madame Sushita;460;3.9;4.04;;
547;Distrito 798;463;3.9;4.04;;
548;TriCiclo;1523;4.0;4.04;;
549;Con Dos Fogones;398;3.9;4.04;;
550;Sagardi Castellana;404;3.9;4.04;;
551;La Penela;457;3.9;4.04;;
552;El 17 de Moreto;438;3.9;4.04;;
553;MACAO Príncipe;417;3.9;4.04;;
554;Camino;417;3.9;4.04;;
555;Makkila;438;3.9;4.04;;
556;La Giralda;396;3.9;4.04;;
557;Senza Glutine di Grosso Napoletano;411;3.9;4.04;;
558;Restaurante El Ninot;319;3.8;4.03;;
559;La Cantina;581;3.9;4.03;;
560;RESTAURANTE BRASAYLEÑA C.C. PLENILUNIO;538;3.9;4.03;;
561;Restaurante Peruano Mis Tradiciones;308;3.8;4.03;;
562;Restaurante Sexto;321;3.8;4.03;;
563;SELFIE restaurante Madrid;301;3.8;4.03;;
564;Casa Julio;532;3.9;4.03;;
565;Restaurante El Madroño;310;3.8;4.03;;
566;Emma y Julia;562;3.9;4.03;;
567;La Cocina de Maria Luisa;302;3.8;4.03;;
568;Krachai;551;3.9;4.03;;
569;Sala de Despiece;2052;4.0;4.03;;
570;Casa Nemesio;486;3.9;4.03;;
571;Taberna del Alabardero;554;3.9;4.03;;
572;Los Galayos;1889;4.0;4.03;;
573;El Bund Restaurante;528;3.9;4.03;;
574;Aroy Thai;306;3.8;4.03;;
575;Lamucca De Prado;2045;4.0;4.03;;
576;Asia Gallery;523;3.9;4.03;;
577;Monsieur Sushita;302;3.8;4.03;;
578;Azotea del Círculo;2135;4.0;4.03;;
579;Ocafú Taberna Gallega;508;3.9;4.03;;
580;Yakitoro Castellana;2279;4.0;4.03;;
581;Ten Con Ten;4774;4.0;4.02;;
582;Totò E Peppino;346;3.8;4.02;;
583;Goiko - Princesa 26;665;3.9;4.02;;
584;Restaurante Vivares;713;3.9;4.02;;
585;Meson de la Tortilla;376;3.8;4.02;;
586;La Mordida Belén;615;3.9;4.02;;
587;Miss Sushi Santa Ana;655;3.9;4.02;;
588;GOFIO;597;3.9;4.02;;
589;Taqueria La Lupita Villanueva;703;3.9;4.02;;
590;Descaro Restaurante;343;3.8;4.02;;
591;Julian de Tolosa;649;3.9;4.02;;
592;Restaurante Mercado de Ibiza;358;3.8;4.02;;
593;Cuevas El Secreto;364;3.8;4.02;;
594;O'Caldino;623;3.9;4.02;;
595;Ganges;338;3.8;4.02;;
596;Materia Prima;337;3.8;4.02;;
597;Arima Basque Gastronomy;329;3.8;4.02;;
598;Enotaberna del Leon de Oro;381;3.8;4.02;;
599;La Pulpería de Mila;327;3.8;4.02;;
600;Panela & Co;365;3.8;4.02;;
601;Zoko Retiro;418;3.8;4.01;;
602;Al Punto;443;3.8;4.01;;
603;Goiko Prado 15;444;3.8;4.01;;
604;Jose Luis Serrano;427;3.8;4.01;;
605;Restaurante Botín;12586;4.0;4.01;;
606;UDON Sol;426;3.8;4.01;;
607;Mestizo;407;3.8;4.01;;
608;Taberna Almendro 13;737;3.9;4.01;;
609;Mr Frank;442;3.8;4.01;;
610;La Vinoteca;719;3.9;4.01;;
611;Tepic;745;3.9;4.01;;
612;Miss Sushi Serrano;397;3.8;4.01;;
613;Taberna La Dolores;886;3.9;4.0;;
614;Dani Brasserie;465;3.8;4.0;;
615;Delia Restaurant;1010;3.9;4.0;;
616;El Telegrafo;481;3.8;4.0;;
617;El Escondite de Villanueva;342;3.7;4.0;;
618;Docamar;958;3.9;4.0;;
619;Saigon Music & Lunch;481;3.8;4.0;;
620;Restaurante Terraza Malvar;322;3.7;4.0;;
621;Taquería Mi Ciudad;493;3.8;4.0;;
622;Taberna El Buo La Latina;342;3.7;4.0;;
623;NAP Lavapies;473;3.8;4.0;;
624;Taj;328;3.7;4.0;;
625;ORIO Fuencarral;1049;3.9;4.0;;
626;Lamucca del Carmen;1030;3.9;4.0;;
627;Mesón Txistu;1057;3.9;4.0;;
628;Lamucca de Fuencarral;460;3.8;4.0;;
629;La Tagliatella C/Poeta Joan Maragall, Madrid;310;3.7;4.0;;
630;Las Mananitas;309;3.7;4.0;;
631;Loreto Coffee Bar;305;3.7;4.0;;
632;Bel Mondo;1064;3.9;4.0;;
633;El Tigre Sidra Bar;357;3.7;3.99;;
634;Restaurante Al Mounia;529;3.8;3.99;;
635;Portobello (Rosario Pino);368;3.7;3.99;;
636;Bentley´s Alcala;374;3.7;3.99;;
637;Tapaspaña;375;3.7;3.99;;
638;El Buda Feliz;550;3.8;3.99;;
639;La Oreja de Jaime;565;3.8;3.99;;
640;La Tape;548;3.8;3.99;;
641;Maddock Madrid;364;3.7;3.99;;
642;Trattoria Pinocchio;536;3.8;3.99;;
643;Majaderitos;369;3.7;3.99;;
644;Matute;385;3.7;3.99;;
645;Jimbo Smokehouse;375;3.7;3.99;;
646;Goiko - Conde de Peñalver;656;3.8;3.98;;
647;Taberna La Pompeyana;603;3.8;3.98;;
648;Gran Clavel;421;3.7;3.98;;
649;EL INVERNADERO DE SALVADOR BACHILLER;682;3.8;3.98;;
650;El Pescador;649;3.8;3.98;;
651;Taberna Antonio Sánchez;408;3.7;3.98;;
652;El Circo de las Tapas;392;3.7;3.98;;
653;Ojala;1432;3.9;3.98;;
654;Florida Park;1508;3.9;3.98;;
655;Taberna Pedraza;603;3.8;3.98;;
656;Villa Capri;411;3.7;3.98;;
657;Kintaro;313;3.6;3.98;;
658;Ocafú Taberna Gallega;351;3.6;3.97;;
659;El 3 de Galdós;473;3.7;3.97;;
660;Brasayleña CC Islazul;339;3.6;3.97;;
661;El Café de La Ópera;719;3.8;3.97;;
662;Txapela Gran Via;1730;3.9;3.97;;
663;Hamburguesa Nostra;367;3.6;3.96;;
664;La Maruca;2313;3.9;3.96;;
665;La Platería;868;3.8;3.96;;
666;Dionisos Figueroa;543;3.7;3.96;;
667;NuBel;888;3.8;3.96;;
668;Tapa Tapa Cubos;303;3.5;3.96;;
669;Che Asador Argentino (C.C. Plenilunio);527;3.7;3.96;;
670;Lamucca de Pez;2122;3.9;3.96;;
671;Miss Sushi Hortaleza;378;3.6;3.96;;
672;Bodegas Rosell;837;3.8;3.96;;
673;Fass;300;3.5;3.96;;
674;La Jefa Home Bar;565;3.7;3.95;;
675;El Qüenco de Pepa;957;3.8;3.95;;
676;El Gamo;412;3.6;3.95;;
677;Alfredo's Barbacoa;1013;3.8;3.95;;
678;El Lugar de Martina;332;3.5;3.95;;
679;Oishii  Sushi & Ramen Madrid;332;3.5;3.95;;
680;Luzi Bombon;1016;3.8;3.95;;
681;Tatel Madrid;3174;3.9;3.95;;
682;El cisne azul;604;3.7;3.95;;
683;BiBo Madrid;2591;3.9;3.95;;
684;Makkila Fernando Vi;602;3.7;3.95;;
685;Donde Mónica;423;3.6;3.95;;
686;St. James;552;3.7;3.95;;
687;Dibocca;659;3.7;3.94;;
688;Raimunda;630;3.7;3.94;;
689;Restaurante Casa de Valencia;671;3.7;3.94;;
690;El Imparcial;1138;3.8;3.94;;
691;Restaurante Casa Lucio;4475;3.9;3.94;;
692;Clarita;674;3.7;3.94;;
693;La Barraca;3630;3.9;3.94;;
694;Aynaelda;640;3.7;3.94;;
695;Sumo;354;3.5;3.94;;
696;O Cacho do Jose;445;3.6;3.94;;
697;Sagaretxe;618;3.7;3.94;;
698;Goiko - Glorieta de Bilbao 3;1079;3.8;3.94;;
699;La Tagliatella Goya, Madrid;506;3.6;3.93;;
700;Casa Pepe;390;3.5;3.93;;
701;Fellina;481;3.6;3.93;;
702;Restaurante Mama Campo;684;3.7;3.93;;
703;Yakitoro Reina;5594;3.9;3.93;;
704;Carlos Tartiere Sidreria;497;3.6;3.93;;
705;Carl's JR;307;3.4;3.93;;
706;El Urogallo;735;3.7;3.93;;
707;El Botanico;499;3.6;3.93;;
708;Leña Madrid. Las Brasas X Dani García;368;3.5;3.93;;
709;Roll Madrid;383;3.5;3.93;;
710;SUMO Fuencarral;742;3.7;3.93;;
711;Lateral;1379;3.8;3.92;;
712;Museo del Jamon;8017;3.9;3.92;;
713;caffeteria museo Thyssen Bornemisza;408;3.5;3.92;;
714;Revoltosa;424;3.5;3.92;;
715;Rita Sibarita;398;3.5;3.92;;
716;El Rey de Tallarines;333;3.4;3.92;;
717;UDON Chueca;406;3.5;3.92;;
718;Portomarin;339;3.4;3.92;;
719;Beef Place A.Soria;302;3.3;3.91;;
720;Grosso Napoletano;854;3.7;3.91;;
721;Tommy Mel's;874;3.7;3.91;;
722;Nice To Meet You Restaurant & Lounge;581;3.6;3.91;;
723;Celso y Manolo;882;3.7;3.91;;
724;Cerveceria Alemana;874;3.7;3.91;;
725;Cruz Blanca Vallecas;608;3.6;3.91;;
726;Restaurante La Buganvilla Madrid;359;3.4;3.91;;
727;La Madreña Bronce;369;3.4;3.91;;
728;El Perro Y La Galleta - Restaurante Retiro;1555;3.8;3.91;;
729;La Negra Tomasa;851;3.7;3.91;;
730;El Urogallo - Casa de Campo;633;3.6;3.9;;
731;La Máquina Chamberí;962;3.7;3.9;;
732;Küche;625;3.6;3.9;;
733;Taberna La Buha Chueca;493;3.5;3.9;;
734;Casa Ciriaco;375;3.4;3.9;;
735;La Botillería;395;3.4;3.9;;
736;El Jamon de Gran Via;620;3.6;3.9;;
737;Cafe El Diario;620;3.6;3.9;;
738;Bienmesabe;497;3.5;3.9;;
739;Los Rotos;632;3.6;3.9;;
740;Taberna de la Daniela;638;3.6;3.9;;
741;Bocaíto;395;3.4;3.9;;
742;The Knife Arturo Soria;533;3.5;3.89;;
743;Thai Arturo Soria;1024;3.7;3.89;;
744;Makkila Serrano;679;3.6;3.89;;
745;La Panza Es Primero;528;3.5;3.89;;
746;Mérimée;706;3.6;3.89;;
747;Edelweiss;416;3.4;3.89;;
748;Lateral Fuencarral;1067;3.7;3.89;;
749;La Carmela;2109;3.8;3.89;;
750;Lateral -  Santa Ana;2382;3.8;3.89;;
751;La Tasquita de Enfrente;693;3.6;3.89;;
752;Federal Cafe;1079;3.7;3.89;;
753;Don Giovanni;1034;3.7;3.89;;
754;La Máquina;1137;3.7;3.88;;
755;Restaurante El Viejo Madrid;439;3.4;3.88;;
756;Public;1215;3.7;3.88;;
757;Taberna los Gallos;1146;3.7;3.88;;
758;La Paella Real;541;3.5;3.88;;
759;Patio de Leones;363;3.3;3.88;;
760;arroceria el pato mudo;454;3.4;3.88;;
761;Los Gatos;771;3.6;3.88;;
762;Restaurante Filandon;2579;3.8;3.88;;
763;La Taurina;564;3.5;3.88;;
764;Taqueria del Alamillo;732;3.6;3.88;;
765;Doña Tecla;433;3.4;3.88;;
766;Entre Caceres y Badajoz;548;3.5;3.88;;
767;Restaurante Ana la Santa;1266;3.7;3.87;;
768;la Taperia del Prado;577;3.5;3.87;;
769;Restaurante MasterChef;789;3.6;3.87;;
770;El Madrono;502;3.4;3.86;;
771;Botania;498;3.4;3.86;;
772;La Gloria de Montera;1504;3.7;3.86;;
773;Restaurante Arroceria Puerta de Atocha;419;3.3;3.86;;
774;La Torre del Oro;412;3.3;3.86;;
775;La Caña;488;3.4;3.86;;
776;Picalagartos Azotea Restaurant & Bar;667;3.5;3.85;;
777;Taquería La Condesa - Gracias Padre;424;3.3;3.85;;
778;Mirador del Arco de Cuchilleros;434;3.3;3.85;;
779;Ramses Madrid;1567;3.7;3.85;;
780;Meson Rincon de la Cava;532;3.4;3.85;;
781;La Gran Pulpería;1529;3.7;3.85;;
782;Casa Suecia;677;3.5;3.85;;
783;Ginkgo Restaurante & Sky Bar;1003;3.6;3.84;;
784;Ginos;388;3.2;3.84;;
785;O' Valiño;1010;3.6;3.84;;
786;LATERAL Arturo Soria;571;3.4;3.84;;
787;La Taberna los Huevos de Lucio;1881;3.7;3.84;;
788;El Escarpin;716;3.5;3.84;;
789;SLVJ Madrid Restaurante;463;3.3;3.84;;
790;La Esquina de San Miguel;455;3.3;3.84;;
791;Pipa & Co;1000;3.6;3.84;;
792;La Morenilla Casa de Antojos;715;3.5;3.84;;
793;Restaurante el Príncipe Parrilla;588;3.4;3.83;;
794;Zen Asian Supper Club;1119;3.6;3.83;;
795;Frida;814;3.5;3.82;;
796;Marisquería La Chalana;1270;3.6;3.82;;
797;Fortuny Home Club;505;3.3;3.82;;
798;La Catedral;1240;3.6;3.82;;
799;Lhardy;1324;3.6;3.81;;
800;Restaurante Bar Tomate;1274;3.6;3.81;;
801;Saporem Ventura;875;3.5;3.81;;
802;Restaurante Ultramarinos Quintin;2643;3.7;3.81;;
803;Cristina Oria;563;3.3;3.8;;
804;Taberna La Tía Cebolla;736;3.4;3.8;;
805;El Caldero;948;3.5;3.8;;
806;Lateral - Castellana 42;594;3.3;3.79;;
807;Restaurante Amazonico;3901;3.7;3.78;;
808;Bosco de Lobos;1159;3.5;3.77;;
809;Tony Roma's;420;3.0;3.77;;
810;La Paella de la Reina 39;1894;3.6;3.77;;
811;Marieta;1938;3.6;3.77;;
812;Casa Mono;880;3.4;3.77;;
813;Casa Carmen Arturo Soria;703;3.3;3.76;;
814;La Finca de Susana;2178;3.6;3.75;;
815;El Jardín de Arzábal;1352;3.5;3.75;;
816;Tapa Tapa Montera;2159;3.6;3.75;;
817;Jardín Secreto Salvador Bachiller;1454;3.5;3.74;;
818;La Bola;2771;3.6;3.73;;
819;Hattori Hanzo;1547;3.5;3.73;;
820;Arzabal Retiro;1102;3.4;3.73;;
821;La Casa Del Abuelo Victoria;1824;3.5;3.71;;
822;La Pecera del Circulo;894;3.3;3.71;;
823;Bazaar;1957;3.5;3.7;;
824;Numa Pompilio Restaurante;1278;3.4;3.7;;
825;Restaurante Atrapallada;563;3.0;3.69;;
826;La Buha La Latina;1051;3.3;3.68;;
827;Las Bravas;834;3.2;3.68;;
828;Taberna Maceira;1529;3.4;3.67;;
829;Habanera;2156;3.4;3.62;;
830;Restaurante Ginger;2260;3.4;3.61;;
831;Estado Puro;1307;3.2;3.58;;
832;Perrachica;3281;3.4;3.56;;
833;Pizza Emporio Serrano Madrid;1190;3.0;3.49;;
