web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,image,image2,image3,data21,position,image4,image5,image6,image7
1779690425-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,Recomendado!,Andrea Arance,"Restaurante de comida India con mucho sabor, gran ambientación, platos contundentes y una atención extraordinaria. Muy recomendable para los amantes de las especias y el cilantro.","Buenos días Andrea, gracias por compartir su experiencia y sus buenas palabras. Nos alegra saber que ha podido conocer y disfrutar de esta experiencia. ¡Esperamos volver a verles pronto!",2 contribuciones,2,Escrita el 25 de mayo de 2022,Escrita el 26 de mayo de 2022,Comunicación,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",2 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/88/38/b2/purnima-indian-restaurant.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/82/f3/b5/raquel-l.jpg?w=100&h=-1&s=1
1779690439-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,Indian cusine,vanesa alejandr... r,Súper lindo estupendo servicio los chicos muy encantadores lo recomiendo 100 por ciento deben conocerlo con lo que digo me quedo corta.,"Buenos días Vanessa, gracias por su valoración y por recomendarnos. Nos alegra saber que ha podido disfrutar de esta experiencia y esperamos volver a verles pronto. De nuevo, gracias.",1 contribución,Escrita el 23 de mayo de 2022,Escrita el 24 de mayo de 2022,1 contribución,Comunicación,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/82/f3/b5/raquel-l.jpg?w=100&h=-1&s=1,,1.0,,,,
1779690439-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,Momentous agradable con amigos,Nazrul I,"He asisto al restaurants con mis amigos, las pasamos fenomenal, me encanto las cervezas India y las comida, las atencion al 100% de Los empleados. La terraza es impresionante.","Buenos días, muy amable por su reseña. Gracias por confiar en nosotros y nos alegra saber que han podido disfrutar de esta experiencia. Esperamos volver a verles pronto.",1 contribución,Escrita el 21 de mayo de 2022,Escrita el 23 de mayo de 2022,1 contribución,Raquel Sánchez,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/20/bf/15/ae/raquelflyt.jpg?w=100&h=-1&s=1,,1.0,,,,
1779690439-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,Fascinada con el Restaurante,trisha gonsalves,"En esta ocasion fui con mi familia, me prece un sitio muy agedable para pasarla en familia, los platos del menu degustacion fueron maravilloso, el postre encanta, la decoracion del sitio es maravilloso, se los recomiendo.","Buenos días, gracias por su reseña y sus buenas palabras. Sin duda el menú degustación es todo un acierto. Qué bien que hayan podido conocer esta experiencia y la hayan disfrutado. Esperamos volver a verles pronto.",2 contribuciones,Escrita el 21 de mayo de 2022,Escrita el 23 de mayo de 2022,"Madrid, España",Raquel Sánchez,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/78/81/8f/purnima-indian-restaurant.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/20/bf/15/ae/raquelflyt.jpg?w=100&h=-1&s=1,,2.0,,,,
1779690439-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,Buenísimo,Diriany Isabel G,Es un sitio tanto ideal como para ir solo o acompañado la comida está buenísima! Y el trato también !,"Muchas gracias como siempre Diriany, esperamos que sigas visitándonos para probar nuevos platos. De nuevo, gracias.",13 contribuciones,Escrita el 17 de mayo de 2022,Escrita el 18 de mayo de 2022,"Madrid, España",Grupo Khazuria,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,Leer más,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/6b/16/ff/purnima-indian-restaurant.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/e3/1a/grupokhazuria.jpg?w=100&h=-1&s=1,,13.0,,,,
1779690439-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,"De los mejores indios en Madrid, sin duda que volveremos!",Daniel,"Desde que entras al restaurante, con la decoración te desplaza al paraíso. Con un diseño muy bien cuidado. Los camareros muy atentos. Los platos muy buenos, relación calidad-precio bien y seguro que volveremos!","Buenos días Daniel, gracias por compartir su experiencia y sus buenas palabras. Nos alegramos que hayan podido disfrutar de esta experiencia gastronómica y esperamos como dice volver a verles pronto.",66 contribuciones,Escrita el 16 de mayo de 2022,Escrita el 17 de mayo de 2022,"Aranda de Duero, España",Grupo Khazuria,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,Leer más,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/69/8a/0d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/0e/92/06/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/e3/1a/grupokhazuria.jpg?w=100&h=-1&s=1,,66.0,,,,
1779690439-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,Mejor indio de Madrid,Aitor B,"Mejor restaurante indio de Madrid. Son numerosas las veces que acudo este establecimiento y no tiene comparación respecto a otros restaurantes de este tipo de gastronomía. La atención es muy profesional, y se preocupan por hacer sentir bien al cliente. Su decoración es única, elegante y sofisticada. Recomendable para ambientes íntimos o negocios. Una experiencia inolvidable","Buenos días Aitor, gracias por su reseña y sus buenas palabras. Qué bien que hayan podido conocer esta experiencia y la hayan disfrutado. Esperamos volver a verles pronto.",12 contribuciones,Escrita el 8 de mayo de 2022,Escrita el 9 de mayo de 2022,12 contribuciones,Grupo Khazuria,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/e3/1a/grupokhazuria.jpg?w=100&h=-1&s=1,,12.0,,,,
1779690439-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,El mejor restaurante Indio,Ainara G,"Este restaurante es maravilloso, la comida está muy buena, el trato de 10.
Desde mi punto de vista es el mejor Indio q hay en todo Madrid, la ensalada Purnima es muy fresca y está llena de frutas, con fresas, mango, aguacate, pollo.
Las cantidades de los platos son excelentes, el postre de mango es 100% natural. 
El helado de pistacho está súper rico y tiene muy buen sabor
Todos los platos de este restaurante son de gran calidad, 100% recomendado.
Respecto al servicio los camareros son muy serviciales, educados y atentos.
El restaurante tiene una ambientación preciosa, te traslada por completo a la India y su música me encanta.
Es el mejor restaurante indio q he conocido, es maravilloso.","Buenos días, muy amable por su reseña y nos alegra saber que es su restaurante favorito. Gracias por confiar en nosotros y nos alegra saber que han podido disfrutar de esta experiencia. Esperamos volver a verles pronto.",15 contribuciones,Escrita el 8 de mayo de 2022,Escrita el 9 de mayo de 2022,15 contribuciones,Grupo Khazuria,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/e3/1a/grupokhazuria.jpg?w=100&h=-1&s=1,,15.0,,,,
1779690439-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,Volveré 😍,Md Mashiur R,"Bonito restaurante muy acogedor para comer o cenar. la calidad , cantidad y precios está muy bien y excelente atención por parte de los camareros. ¡Volveré!.","Buenos días, gracias por compartir su experiencia y por sus buenas palabras. Qué bien que haya estado todo a su gusto. ¡Esperamos como dice volver a verles pronto!",1 contribución,Escrita el 8 de mayo de 2022,Escrita el 9 de mayo de 2022,1 contribución,Grupo Khazuria,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/e3/1a/grupokhazuria.jpg?w=100&h=-1&s=1,,1.0,,,,
1779690439-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,No recomendable,Francisca Alvarez,"La comida mala fria y sin sal ni picante , la atencion muy buena y la decoracion la verdad es preciosa! Pero les falta muyuuuuuuuuucho con la comida y la hagan como se debe","Buenos días Francisca, lamentamos que su experiencia no haya sido como esperaba, ¿pudo comentar a los camareros sobre lo que nos comenta? Nos extraña porque si se lo dice al servicio tienen órdenes de cambiarlo. De nuevo, lo sentimos y gracias.",289 contribuciones,Escrita el 3 de mayo de 2022,Escrita el 4 de mayo de 2022,"Seseña, España",Grupo Khazuria,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,,2,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/ae/c1/ae/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/e3/1a/grupokhazuria.jpg?w=100&h=-1&s=1,,289.0,,,,
1779690439-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,Para repetir :),Teresa_Segura,"La decoración del restaurante es maravillosa, entre selva y monos, muy acogedor. La comida es super rica, de los mejores hindús q he probado… el trato cercano y amable. Muy recomendable","Buenos días Teresa, gracias por compartir su experiencia en Purnima. Esperamos volver a verla pronto en nuestra salón, más conocido como la selva de Madrid. De nuevo, gracias.",184 contribuciones,Escrita el 25 de abril de 2022,Escrita el 26 de abril de 2022,"Dos Hermanas, España",Grupo Khazuria,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/e3/1a/grupokhazuria.jpg?w=100&h=-1&s=1,,184.0,,,,
1779690439-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,Cena espectacular,Ivan A,Indio top en el centro de madrid. Muy recomendable para venir en pareja o amigos. El personal de 10!! Repetiremos,"Buenos días Iván, gracias por su reseña y sus palabras. Qué bien que hayan podido disfrutar de esta experiencia y que la recomienden en pareja o amigos. Esperamos como dice volver a verles pronto.",5 contribuciones,Escrita el 19 de abril de 2022,Escrita el 20 de abril de 2022,5 contribuciones,Grupo Khazuria,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/1a/1d/88/purnima-indian-restaurant.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/e3/1a/grupokhazuria.jpg?w=100&h=-1&s=1,,5.0,,,,
1779690439-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,Una auténtica maravilla,Carmen M.,"Fuimos en diciembre y nos enamoró,tanto la decoración como la comida,una maravilla de sitio,tanto es así que volvemos a Madrid a 
mediados de  diciembre y ya hice una nueva reserva para cenar allí.","Buenos días Carmen, gracias por sus palabras y comunicarnos su experiencia. Nos alegramos que hayan disfrutado de Purnima y ¡os esperamos en diciembre!",124 contribuciones,Escrita el 7 de abril de 2022,Escrita el 8 de abril de 2022,"Santander, España",Grupo Khazuria,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/8f/40/ba/carmenmrq.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/e3/1a/grupokhazuria.jpg?w=100&h=-1&s=1,,124.0,,,,
1779690439-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,El mejor hindú,Rafa R,"El trato y la comida buenisima, para mi inmejorable! El mejor hindu donde he estado. Siempre que vuelva a Madrid, vendré por aquí","Buenos días, gracias por sus palabras. Nos alegramos que hayan podido disfrutar de esta experiencia y ¡esperamos que en su próxima visita a Madrid vuelvan!",3 contribuciones,Escrita el 6 de abril de 2022,Escrita el 7 de abril de 2022,3 contribuciones,Grupo Khazuria,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/e3/1a/grupokhazuria.jpg?w=100&h=-1&s=1,,3.0,,,,
1779690439-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,Indio de referencia en Madrid,Aitor B,"Restaurante indio de referencia en Madrid. La decoración no deja indiferente y muy íntima para venir con pareja, amistades o negocios. El servicio muy atento y con una gran profesionalidad por parte de sus empleados. En lo que respecta a la comida, cuenta con una gran variedad y calidad en los productos. Siempre que acudo es un acierto.","Buenos días Aitor, gracias por sus palabras. Qué bien que sigan disfrutando de esta experiencia, esperamos volver a verles pronto.",12 contribuciones,Escrita el 2 de abril de 2022,Escrita el 4 de abril de 2022,12 contribuciones,Grupo Khazuria,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/e3/1a/grupokhazuria.jpg?w=100&h=-1&s=1,,12.0,,,,
1779690439-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,El mejor Indio de Madrid,Ainara G,"Este restaurante es maravilloso, la comida está muy buena, el trato de 10.
Desde mi punto de vista es el mejor Indio q hay en todo Madrid, la ensalada Purnima es muy fresca y está llena de frutas, con fresas y pollo.
Las cantidades de los platos son excelentes, el postre de mango es 100% natural.
Todos los platos de este restaurante son de gran calidad, 100% recomendado.
Respecto al servicio los camareros son muy serviciales, educados y atentos.
Es el mejor restaurante indio q he conocido.","Buenos días Ainara, gracias por su reseña. Qué bien que haya estado todo de su agrado, esperamos volver a verles pronto para poder seguir disfrutando de esta experiencia. De nuevo, gracias.",15 contribuciones,Escrita el 2 de abril de 2022,Escrita el 4 de abril de 2022,15 contribuciones,Grupo Khazuria,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/cc/ae/c2/purnima-indian-restaurant.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/e3/1a/grupokhazuria.jpg?w=100&h=-1&s=1,,15.0,,,,
