web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,position,data7,data8,data9,name,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,image,image2,image3,data21,data22,data23,data24,image4,image5
1776247745-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Casi perfecto,JMPR2013,"Un agradable local, coqueto y ameno. Demasiado pegadas algunas mesas, pero aceptable. La comida es exquisita, de lo mejor que he probado en restaurantes japoneses. Los edamames con trufa exquisitos, los langostinos roca deliciosos, las gyozas de wagyu espectaculares. La experiencia con los niguiri fue única, el de carabineros insuperable!!! El temaki de cangrejo inigualable. Y para terminar una deliciosa tarta de queso. Pero nada es perfecto y este restaurante no se escapa de ello. Por que tienen algunos camareros la fea y desagradable costumbre de llamar a los clientes ""chicos""? máxime cuando tienes más de 70 años...","Madrid, España",Escrita el 5 de marzo de 2026,585.0,"Muchas gracias por compartir su experiencia con nosotros. Nos alegra enormemente saber que disfrutó de la comida y de la calidad de nuestros platos, desde los edamames con trufa hasta el temaki de cangrejo y la tarta de queso. Lamentamos sinceramente el comentario inapropiado de nuestro personal; tomamos muy en serio su observación y reforzaremos nuestras normas de atención para garantizar siempre un trato respetuoso y acorde a la elegancia de Hotaru. Esperamos poder recibirle de nuevo en Hotaru y ofrecerle una experiencia impecable en todos los sentidos.",585 contribuciones,Escrita el 9 de marzo de 2026,Hotaru Madrid,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/28/e4/6b/jmpr2013.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1
1776247745-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Cena,Francisco P,"Muy buena experiencia, el camarero Daniel y el cocinero Alejandro, fantasticos",1 contribución,Escrita el 27 de febrero de 2026,1.0,Mucha gracias por compartir su experiencia en el restaurante. ¡Esperamos verle pronto de nuevo en Hotaru!,,Escrita el 2 de marzo de 2026,Hotaru Madrid,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1
1776247745-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,De lo mejor en fusión Japonesa.!!,Viajero-99W,"Llegamos por una recomendación y la verdad muy bueno.
El lugar está muy bien decorado y relajante, te reciben al llegar todos con un saludo general en voz alta.
Las gyosas de short rib y las de langostinos brutales, los edamame con trufa buenos.
Los maki pedimos el tigre Roll y el Red dragón roll, este último el mejor.
El nigiri de carabinero bueno pero no nos terminó de convencer la textura.
El Robatayaki de Wagyu muy bueno y el de Pork Belly buenisimo.
Buena carta de vinos con los básico.","Madrid, España",Escrita el 25 de febrero de 2026,1929.0,,1929 contribuciones,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/84/7f/c1/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/84/7f/c2/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/84/7f/c3/caption.jpg?w=300&h=300&s=1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/df/a6/23/viajero-157a.jpg?w=100&h=-1&s=1,
1776247745-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Muy recomendable!!,Jose320cd,"Experiencia fantástica. Comida de 10 espectaculares los nigiris. Trato muy bueno, siempre pendiente de la atención al cliente.","Valladolid, España",Escrita el 21 de febrero de 2026,165.0,"Muchas gracias por su reseña José, nos alegra mucho saber que disfrutó de la comida y del servicio del restaurante. ¡Nos vemos pronto en Hotaru!",165 contribuciones,Escrita el 23 de febrero de 2026,Hotaru Madrid,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1
1776247745-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Daniel nos recomendó súper bien. Muchas gracias.,Ángela E,Exquisito  como siempre. 100% recomendable.,6 contribuciones,Escrita el 17 de febrero de 2026,6.0,,,,,Makis LOTUS,Calidad/precio,Comida,Servicio,Ambiente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,
1776247745-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Lugar que conocí de paso y experiencia agradable,jairo s,"Lugar agradable, cómodo y alimento fresco de calidad, lo recomiendo, el trato y servicio amable, experiencia en barra bueno",2 contribuciones,Escrita el 11 de febrero de 2026,2.0,"Muchas gracias por su reseña y por recomendarnos. Nos alegra saber que disfrutó de un producto fresco y de calidad, así como de la experiencia en barra y del trato del equipo. Será un placer darle la bienvenida de nuevo muy pronto en Hotaru.",,Escrita el 12 de febrero de 2026,Hotaru Madrid,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/6c/ef/fd/caption.jpg?w=300&h=300&s=1,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1
1776247745-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Hotaru,Ana Patricia Garcia,"Daniel y Andrés maravillos, la comida súper como siempre. Es una experiencia muy recomendable desde la reserva hasta el final.",6 contribuciones,Escrita el 8 de febrero de 2026,6.0,Muchas gracias por su reseña y por compartir su experiencia. Nos alegra enormemente saber que Daniel y Andrés contribuyeron a que su visita fuera memorable y que disfrutara de la comida como siempre. Será un placer recibirle de nuevo muy pronto en Hotaru.,,Escrita el 9 de febrero de 2026,Hotaru Madrid,,Calidad/precio,Comida,Servicio,Ambiente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1
1776247745-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Japonés para repetir,Gyoza80,"Espectacular, Fátima estuvo pendiente del servicio durante toda la
Cena y nos aconsejó muy bien. Comida para disfrutar.","Palma de Mallorca, España",Escrita el 7 de febrero de 2026,7.0,Muchas gracias por su reseña y por compartir su experiencia. Nos alegra saber que disfrutaron de la cena y de la atención cercana y profesional de Fátima. Será un placer recibirles de nuevo muy pronto en Hotaru.,7 contribuciones,Escrita el 9 de febrero de 2026,Hotaru Madrid,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1
1776247745-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Merece la pena cada céntimo. Servicio y producto exquisito,Cristina V,"La comida ha sido una delicia, ingredientes de primera calidad y espectáculo culinario en directo, inmejorable. El servicio también ha sido muy atento y con elegancia y profesionalidad, nos hemos sentido como reyes. Y el ambiente ha sido cálido, la decoración maravillosa y la música ambiente nos ha llevado a Japón. Somos de lanzarote pero repetiremos sin duda en cuanto podamos. Especiales mención al cocinero Rashid por sus recomendaciones, al metre Gonzalo por su atención inmejorable y a la camarera Mayra por su paciencia y saber hacer.",1 contribución,Escrita el 5 de febrero de 2026,1.0,"Muchas gracias por su reseña y por compartir su experiencia con tanto detalle. Nos alegra enormemente saber que disfrutaron de la calidad de nuestros ingredientes, del espectáculo culinario y de la atención de Rashid, Gonzalo y Mayra. Que se hayan sentido como reyes y transportados a Japón nos llena de satisfacción. ¡Será un placer recibirles de nuevo en Hotaru!",,Escrita el 6 de febrero de 2026,Hotaru Madrid,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1
1776247745-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Comida y servicio (Mayra) magníficos,Pedro Javier V,"Comida y servicio (Mayra) fantásticos. Las sugerencias sobre la carta que nos hizo , muy acertadas.
Una experiencia magnífica.","Las Palmas de Gran Canaria, España",Escrita el 1 de febrero de 2026,39.0,"Muchas gracias por su reseña. Nos alegra enormemente saber que disfrutó de la comida y de la atención de Mayra, así como de sus acertadas recomendaciones. Será un placer recibirle de nuevo muy pronto en Hotaru.",39 contribuciones,Escrita el 2 de febrero de 2026,Hotaru Madrid,,Calidad/precio,Comida,Servicio,Ambiente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/20/66/be/de/pedro-javier-v.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1
1776247745-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,DELICIOSO!! Todo lo que te pidas en este lugar merece la pena.,Virginia,"Ha sido todo absolutamente maravilloso. Menu omakase super completo y muy satisfactorio. El servicio muy amable. 
Volveremos.",1 contribución,Escrita el 28 de enero de 2026,1.0,Muchas gracias por tu reseña. Nos alegra muchísimo saber que disfrutaste del menú omakase y del servicio. Será un placer volver a recibiros muy pronto. ¡Nos vemos pronto en Ichikani!,,Escrita el 28 de enero de 2026,Hotaru Madrid,,Calidad/precio,Comida,Servicio,Ambiente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1
1776247745-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Increíble 10/10,Maya R,Comida increíble y gran servicio. nigiri se derritió cuando se comió. Gabriel era muy agradable y recomendaría a todos mis amigos,5 contribuciones,Escrita el 17 de enero de 2026,5.0,"Thank you very much, Maya, we are thrilled that you enjoyed the amazing food, especially the nigiri, and the great service from Gabriel, and we appreciate your recommendation to your friends ¡Nos vemos pronto en Hotaru!",,Escrita el 19 de enero de 2026,Hotaru Madrid,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/3a/fd/b4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/3a/fd/b5/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/3a/fd/b6/caption.jpg?w=300&h=300&s=1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1
