web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,position,data7,data8,data9,name,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,image,image2,image3,data21,data22,data23,data24,image4,image5
1776247788-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Recomendadísimo!,patogallo,"Todo muy rico, desde las bebidas al postre, excelente, pedimos sopa miso, unos taquitos crujientes deliciosos, makis llenos de sabor, nigiris de muy buen pescado. La atencion de todos, muy buena, especialmente amable y servicial Jose Angel. Recomendamos 100%","Gracias por su reseña. Nos alegra saber que disfrutó de cada detalle, desde las bebidas hasta el postre, y que José Ángel le ofreció una atención excelente. ¡Nos vemos pronto en Hotaru!","Zona Metropolitana de Guadalajara, México",25.0,Escrita el 17 de octubre de 2025,Escrita el 20 de octubre de 2025,25 contribuciones,Hotaru Madrid,,,,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,
1776247774-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Increíble,Jesús Llinares Meseguer,"Nos atendió Daniel. Trato excelente, muy buena explicación y comida excelente. Lugar con muy buen ambiente. Muy recomendable","Gracias por la reseña y por sus amables palabras. Nos alegra saber que disfrutó de la atención de Daniel, de sus explicaciones y de nuestra propuesta gastronómica, así como del ambiente del restaurante. Será un placer volver a recibirle. ¡Nos vemos pronto en Hotaru!.",4 contribuciones,4.0,Escrita el 19 de diciembre de 2025,Escrita el 19 de diciembre de 2025,,Hotaru Madrid,,,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,0,,,,,
1776247774-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,"Extraordinario, para japonés no pierdan el tiempo",Enrique E,"Extraordinario lugar, no había aquí y fuimos al Ikigai, que es una porquería, era caro, pésimo servicio y aquí en el Hotaru, la relación Precio-servicio- calidad, extraordinarios.
Muy revomendable.
Vinimos un martes y nos tocó el ronqueo. No se lo pierdan","Gracias por su reseña. Nos alegra saber que valoró la relación entre precio, servicio y calidad, y que disfrutó de la experiencia del Ronqueo. ¡Nos vemos pronto en Hotaru!.",1 contribución,1.0,Escrita el 16 de diciembre de 2025,Escrita el 18 de diciembre de 2025,"Los Niguiris, Camarones Roca, las brochetas de Brócoli, y el postre Mostachón de nutela, imperdible",Hotaru Madrid,,Consejo:,Calidad/precio,Comida,Servicio,Ambiente,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/ff/8b/49/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,0,,,,,
1776247774-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Increíble,Frida H,"José Angel era un camarero maravilloso, y la comida era increíble! Sin duda recomendaría a cualquiera que venga a Madrid","Thank you for your review. We are delighted to hear that you enjoyed the food and that José Ángel provided such wonderful service. Your recommendation truly means a lot to us, and we are pleased to know your experience in Madrid included Hotaru. ¡Nos vemos pronto en Hotaru!",1 contribución,1.0,Escrita el 16 de diciembre de 2025,Escrita el 16 de diciembre de 2025,,Hotaru Madrid,,,Calidad/precio,Comida,Servicio,Ambiente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,0,,,,,
1776247774-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Muy bien,Ana M,Pedimos el menú degustación. Nos atendió Daniel y nos preparó los nigiris Moisés. Buenísima experiencia. Todo inmejorable.,"Gracias por su reseña. Nos alegra saber que disfrutó del menú degustación y de la atención de Daniel y Moisés, haciendo de su visita una experiencia inmejorable. ¡Nos vemos pronto en Hotaru!.","Madrid, España",4.0,Escrita el 7 de diciembre de 2025,Escrita el 9 de diciembre de 2025,,Hotaru Madrid,4 contribuciones,,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,0,,,,,
1776247774-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Muy buena experiencia omakase,rosa h,"Increíble el ambiente, servicio ágil y agradable. 
Muy buena relación calidad precio. El Menú omakase muy recomendable.","Gracias por su reseña. Nos alegra saber que disfrutó del ambiente, del servicio ágil y agradable, así como del menú Omakase, y que valoró la relación calidad-precio. ¡Nos vemos pronto en Hotaru!.",2 contribuciones,2.0,Escrita el 7 de diciembre de 2025,Escrita el 9 de diciembre de 2025,"Genial la atención de Pedro y el resto del equipo de sala. Menú omakase totalmente recomendable.
Muy buen ambiente y relación calidad precio",Hotaru Madrid,,Consejo:,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,0,,,,,
1776247774-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Perfecto,Beatriz A,"Un 10 en todos los sentidos y un trato inmejorable por parte de Mayra y Sergio. La comida es espectacular, los platos llegan seguidos unos de otros sin tener que esperar nada (en mi caso al menos condiciona la experiencia) y siempre atentos al detalle con el cliente. Es perfecto.","Gracias por su reseña. Nos alegra saber que disfrutó de una experiencia perfecta, con un servicio atento y cuidado por parte de Mayra y Sergio, y que la coordinación de los platos contribuyó a que todo fuera excepcional. ¡Nos vemos pronto en Hotaru!.",1 contribución,1.0,Escrita el 6 de diciembre de 2025,Escrita el 9 de diciembre de 2025,,Hotaru Madrid,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/ec/53/d4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,0,,,,,
1776247774-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Excepcional,Marcos N,"Excepcional.
Un regalo a mí novia, salió encantada y enamorada con la variedad de niguiris, espectacular.
Especial mención y destacar atención con Alejandro y Arsenat.
Volveremos","Gracias por su reseña. Nos alegra saber que la experiencia fue excepcional y que su regalo fue todo un acierto, especialmente por la variedad de nigiris. Nos complace que Alejandro y Asenat hayan contribuido a que la visita fuera tan especial. ¡Nos vemos pronto en Hotaru!.",1 contribución,1.0,Escrita el 4 de diciembre de 2025,Escrita el 9 de diciembre de 2025,,Hotaru Madrid,,,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,0,,,,,
1776247774-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Súper recomendable,Sightseer401961,"El trato de Pedro y Moises ha sido excelente, la elaboración de los platos excelentes. Producto de primera.
Muy buenas sus recomendaciones.
Calidad precio muy buena","Gracias por su reseña. Nos alegra saber que la experiencia fue tan positiva, con un trato excelente por parte de Pedro y Moisés, y que disfrutó de la elaboración de los platos y la calidad del producto. También valoramos que destaque nuestras recomendaciones y la relación calidad-precio. ¡Nos vemos pronto en Hotaru!.",1 contribución,1.0,Escrita el 2 de diciembre de 2025,Escrita el 9 de diciembre de 2025,,Hotaru Madrid,,,Calidad/precio,Comida,Servicio,Ambiente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/e3/47/cc/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,0,,,,,
1776247774-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Experiencia de 10,Julio G,La atención de Emmanuel ha sido magnífica. Sus presentación y sus recomendaciones han hecho la experiencia mucho más completa.,Gracias por su reseña Julio. Nos alegra saber que la atención y recomendaciones de Emmanuel hicieron su experiencia más completa y satisfactoria. Será un placer recibirle de nuevo. ¡Nos vemos pronto en Hotaru!,1 contribución,1.0,Escrita el 26 de noviembre de 2025,Escrita el 28 de noviembre de 2025,,Hotaru Madrid,,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,0,,,,,
1776247774-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Magnífica experiencia,Jose Maria G,"Magnífica elección, exquisita toda la comida, magnífica la atención, en especial Asenat. El menú muy bueno repetiremos sin duda, el local muy bien","Muchas gracias por su reseña. Nos alegra saber que disfrutó de la comida y de la atención de Asenat, y que su experiencia en Hotaru fue tan satisfactoria. Será un placer recibirle de nuevo. ¡Nos vemos pronto en Hotaru!",1 contribución,1.0,Escrita el 25 de noviembre de 2025,Escrita el 28 de noviembre de 2025,,Hotaru Madrid,,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,0,,,,,
1776247774-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Muy recomendable,Fabiolo1975,"Fuimos un grupo de 6 amigos. Cogimos el menú y la verdad, todo espectacular. Tanto en producto, calidad y servicios. Una gran experiencia",Muchas gracias por su valoración. Nos alegra saber que disfrutaron del menú y que la experiencia fue tan satisfactoria para todo el grupo. Será un placer recibirles de nuevo. ¡Nos vemos pronto en Hotaru!,"Vigo, España",153.0,Escrita el 22 de noviembre de 2025,Escrita el 24 de noviembre de 2025,,Hotaru Madrid,153 contribuciones,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,0,,,,,
1776247774-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Una experiencia increíble,Ruben L,"Increíble experiencia para probar al menos una vez en la vida.. y por su puesto para repetir, nos atendió Maira, súper atenta y amable en todo momento, da gusto tratar con camareros así.",Muchas gracias por compartir su experiencia. Nos alegra saber que su visita fue tan especial y que la atención de Mayra contribuyó a ello. Será un placer recibirle nuevamente cuando desee repetir. ¡Nos vemos pronto en Hotaru!,6 contribuciones,6.0,Escrita el 21 de noviembre de 2025,Escrita el 21 de noviembre de 2025,Reservar con bastante tiempo de antelación,Hotaru Madrid,,Consejo:,Calidad/precio,Comida,Servicio,Ambiente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,0,,,,,
1776247774-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,"Myra era excelente la comida era buena / el sushi era fresco / las bebidas eran diferentes y bueno, así como el servicio era rápido y rápido",rajeev m,"Myra era excelente la comida era buena / el sushi era fresco / las bebidas eran diferentes y bueno, así como el servicio era rápido y rápido","Thank you for your review. We’re delighted to hear that Myra provided excellent service, and that you enjoyed the fresh sushi, drinks, and overall experience. We look forward to welcoming you back soon!",1 contribución,1.0,Escrita el 10 de noviembre de 2025,Escrita el 13 de noviembre de 2025,,Hotaru Madrid,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,0,,,,,
1776247774-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Fantasía,Porfirio C,"Todo riquísimo, ,Ray es un crack con el sushi!!!! Todo riquísimos cualquier mallo y Noguiri es un acierto, repetimos seguro!!!",Muchas gracias por su reseña. Nos alegra saber que disfrutaron del sushi y de la atención de Ray. Será un placer recibirles de nuevo. ¡Nos vemos pronto en Hotaru!,2 contribuciones,2.0,Escrita el 8 de noviembre de 2025,Escrita el 11 de noviembre de 2025,,Hotaru Madrid,,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,0,,,,,
1776247774-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Excelente. Uno de los mejores Japos de Madrid,sergio,"Excelente Japo, el producto es de 10 y se nota. La atención del personal fue exquisita con especial mención para Pedro que en todo momento nos recomendó de forma fantástica. Sitio totalmente recomendable.",Muchas gracias por su reseña. Nos alegra saber que disfrutaron de la comida y de la atención de Pedro. Será un placer recibirles de nuevo. ¡Nos vemos pronto en Hotaru!,"Zaragoza, España",11.0,Escrita el 7 de noviembre de 2025,Escrita el 11 de noviembre de 2025,,Hotaru Madrid,11 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/a9/b5/e6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,0,,,,,
1776247719-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Excelente comida y servicio! Top tip en Madrid!,Kristof H,"Excelente! La comida era realmente bueno, coronado con un excelente servicio! Gracias Mayra por su cálida bienvenida y servicio!","Thank you so much for your kind review, we are glad that you enjoyed the experience and that the service of Mayra made it even better. We hope to see you soon at Hotaru!",9,,Escrita el 10 de abril de 2026,Escrita el 13 de abril de 2026,,Hotaru Madrid,,9 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/79/6f/b0/kristof-h.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247719-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Genial,Scenic58288742015,"Hemos estado muy a gusto. 
Nos atendió Enar, quien nos aconsejó muy buen sobre el menú","Muchas gracias por su reseña de cinco estrellas, nos alegra saber que disfrutaste de la experiencia y que el servicio estuvo a la altura. ¡Nos vemos pronto en Hotaru!",1,,Escrita el 8 de abril de 2026,Escrita el 8 de abril de 2026,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Hotaru Madrid,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",1 contribución,,,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247719-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,FANTASTICO,Charlotte a,Jose MUY FANTASTICO. Me encanto este restaurante.,"Muchas gracias por su reseña de cinco estrellas, nos alegra saber que disfrutaste de la experiencia y que el servicio de José estuvo a la altura. ¡Nos vemos pronto en Hotaru!",2,,Escrita el 7 de abril de 2026,Escrita el 8 de abril de 2026,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Hotaru Madrid,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",2 contribuciones,,,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247719-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,EXCEPCIONAL,merche j,"Una experiencia brutal, excelente
Nos atendió Henar, todo un placer. Super profesional, amable y simpática","Muchas gracias por su reseña de cinco estrellas, nos alegra saber que disfrutaste de la experiencia y que el servicio estuvo a la altura. ¡Nos vemos pronto en Hotaru!",1,,Escrita el 6 de abril de 2026,Escrita el 8 de abril de 2026,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Hotaru Madrid,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",1 contribución,,,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247719-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Gran experiencia,Celia A,Nos encantó la experiencia!! Comimos genial y Pedro quien se encargó de nuestra mesa fue súper atento! Repetiríamos sin duda!,"Muchas gracias por su reseña de cinco estrellas Celia, nos alegra saber que disfrutó de la experiencia. ¡Nos vemos pronto en Hotaru!",3,,Escrita el 30 de marzo de 2026,Escrita el 31 de marzo de 2026,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Hotaru Madrid,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",3 contribuciones,,,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247719-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Para repetir,Footprints402719,"Servicio muy atento. Comida muy rica. 
Pedro encantador y muy atento.","Muchas gracias por su reseña de cinco estrellas, nos alegra saber que disfrutó de la comida y del servicio de Pedro. ¡Nos vemos pronto en Hotaru!",2,,Escrita el 30 de marzo de 2026,Escrita el 31 de marzo de 2026,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Hotaru Madrid,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",2 contribuciones,,,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247719-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Un 10/10,Fatima,"La comida está espectacular, pedimos recomendaciones a Mayra, que es quien nos atendió en la barra, y fueron todo un acierto, volveremos sin duda!","Muchas gracias por su reseña de cinco estrellas, nos alegra saber que disfrutaron de la experiencia. ¡Nos vemos pronto en Hotaru!",8,,Escrita el 28 de marzo de 2026,Escrita el 29 de marzo de 2026,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Hotaru Madrid,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",8 contribuciones,,,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247719-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,No vale lo que cuesta,Coque,"Si hay algo que destacar de la comida, es que es cara. No tiene alma y, para pretender ser japonesa, tiene un exceso de sabores fuertes que ocultan el producto. Además, el servicio es bastante empalagoso.

No me ha gustado nada. Hay restaurantes japoneses a años luz de este en Madrid.","Estimado cliente, lamentamos sinceramente que su experiencia en Hotaru Madrid no haya estado a la altura de sus expectativas. Agradecemos que comparta su percepción, especialmente en relación con el equilibrio de sabores y el estilo de servicio, ya que nos ayuda a seguir afinando cada detalle. Confiamos en poder recibirle de nuevo y ofrecerle una experiencia más acorde a lo que buscamos transmitir.",4,,Escrita el 28 de marzo de 2026,Escrita el 29 de marzo de 2026,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Hotaru Madrid,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Madrid, España",,,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247719-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,EXCELENTE,Meander764603,"El servicio, la comida, TODO, es primera vez que vengo y seguro repetiré","Muchas gracias por su reseña de cinco estrellas, nos alegra saber que disfrutaron de la experiencia. ¡Nos vemos pronto en Hotaru!",8,,Escrita el 27 de marzo de 2026,Escrita el 29 de marzo de 2026,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Hotaru Madrid,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Madrid, España",,,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
