web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,position,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,image,image2,image3,image4,image5,image6,image7,image8,data22
1776246008-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Lamentable,anjoarte,"Experiencia decepcionante. Vinimos guiados por las buenas opiniones y por nuestra propia experiencia personal, ya que ya habíamos visitado anteriormente este local.
Pedimos un arroz con pulpo para compartir de entrante, el cual tuvimos que devolver puesto que estaba demasiado picante. Nos lo retiran sin problema. Al rato nos comentan que en cocina reconocen que no es normal que esté tan picante y nos comentan que ha habido un error al rellenar un bote de pimentón… lo que te da que pensar que, al menos, el día que estuvimos no han probado los platos antes de sacarlos. El servicio de sala genial. Nos invitan a unas croquetas a cambio.
De segundos: presa ibérica (estupenda y deliciosa) y bacalao con langostinos…. í aquí empieza la fiesta otra vez. Le comentamos al encargado de sala que, aunque el bacalao está estupendo, los langostinos tienen un olor raro como a amoniaco (lo que indica que, o bien no están bien descongelados, o que ya están pasados). Nos lo retira, no con muy buena cara, y nos ofrece otro plato al cual ya decimos que no.
Al comentarle nuestra decepción con lo ocurrido durante el servicio, le comentamos nuestro enfado y decepción, siempre con la intención de pagar lo consumido. Nos responde que, no tiene palabras pero que le resulta raro que les devuelvan un bacalao porque nunca ocurre. Que lo nuestro es 1 vez de muchas y que es mala suerte que nos haya salido mal la comida…
No lo ponemos en duda, pero nuestra experiencia ha sido decepcionarte. Para no volver y que nuestros conocidos no vayan. Una lástima.",Lamentamos muchísimo lo ocurrido. Le agradecemos igualmente su reseña para seguir mejorando y dar lo mejor de nosotros a nuestros clientes.,"Badajoz, España",Escrita el 31 de diciembre de 2021,Escrita el 4 de enero de 2022,5 contribuciones,5.0,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,Leer más,Leer más,,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246008-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,"Ahora si, de Madrid al cielo",Pedro Antonio Saenz Esteban,Me da mucha envidia que el chef Matías tenga esa capacidad de contagiar sus sentimientos en cada elaboración. Cada plato lleva un trocito de él. Mimo y sensibilidad se funden en cada sabor y en cada aroma. Nadie debería pasar por Madrid sin comer aqui. Si te atiende Florin te cuida en cada detalle haciéndote disfrutar en cada paso. ¿Crees que exagero? Ven y pruébalo. Repetirás sin duda,Muchas Gracias por tus palabras!!! para nosotros siempre es un placer que disfrutes tanto en cada visita a Metro Bistró! Esperamos verte pronto!,"Madrid, España",Escrita el 28 de noviembre de 2021,Escrita el 16 de diciembre de 2021,56 contribuciones,56.0,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246008-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Calidad y atención espléndidas,Manuela N,"Platos elaborados, de calidad y buenísimo todo. La atención de los camareros excelente.  Repetiré muy pronto.",Gracias Manuela! Aquí te esperamos!,5 contribuciones,Escrita el 27 de noviembre de 2021,Escrita el 16 de diciembre de 2021,,5.0,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Comida,Servicio,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246008-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Menú de chef excelente,jonsaizar,"Fuimos un grupo de 8 personas con una reserva para menú del chef. 
Cada uno de los platos una delicia y en en cuanto a cantidad también estuvo muy bien, porque te quedas bien (algunos no pudieron terminar todo y los que fuimos solemos comer mucho).
Por otro lado la atención también fue muy buena, muy atentos todo el rato. Incluso a las embarazadas les sacaron otro entrante en vez de la cecina, y eso que no les habíamos avisado previamente al reservar. Se lo comentamos el momento que llegamos y se adaptaron a esta situación perfectamente.
Totalmente recomendable.",Muchas gracias Jon por tus palabras! para nosotros es un placer mimar a nuestros clientes. Esperamos vuestra visita cuando quieran!,"Vitoria-Gasteiz, España",Escrita el 26 de noviembre de 2021,Escrita el 16 de diciembre de 2021,22 contribuciones,22.0,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Comida,Servicio,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246008-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Muy buena atencion y gastronomia,Firulais,"He de decir que da gusto encontrar sitios así practicamente en la Plaza Mayor de Madrid, sin que parezca que te están robando.

Muy buena gastronomia, elaboración y sobre todo una gran atención porque el que está al mando está a todo.

Muy recomendable absolutamente todo lo probado, producto fresco y de calidad",Muchas gracias Álvaro por tus palabras!,"Valladolid, España",Escrita el 3 de noviembre de 2021,Escrita el 5 de noviembre de 2021,24 contribuciones,24.0,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Comida,Servicio,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/09/34/9d/alvaromc7982if.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246008-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,fantastico,Cesar R,"cogimos el menu sorpresa   pues mendua sorpresa  fantastico de el prmer hasta el ultimo plato  servicio  de 10  bien se merce una estrella   
volveremos sin duda",Gracias Cesar por tu reseña!! Aquí los esperamos para seguir sorprendiéndoles!,3 contribuciones,Escrita el 2 de noviembre de 2021,Escrita el 5 de noviembre de 2021,,3.0,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Comida,Servicio,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246008-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Visita obligada en Madrid,qumli,"Tercera vez que venimos a Madrid, y tercera vez que estamos en Metro. Excelente una vez más. Lo tengo en mis favoritos. Hemos comido un huevo con setas, steak tártar y pez mantequilla. Mención especial a los postres: crumble de manzana y cheesecake de dulce de leche. 
Servicio excelente!!!! Bravo!!!!",Nos da mucha alegría saber que tanto les gusta visitarnos! Aquí los esperamos para que sigan probando nuestro plato! Gracias por sus palabras,"Manresa, España",Escrita el 31 de octubre de 2021,Escrita el 5 de noviembre de 2021,235 contribuciones,235.0,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/4f/ea/82/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/4f/ea/83/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/89/cd/95/qumli.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246008-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Recomendable 100%,j marquez,"Todo genial , el sitio , la atención , y la comida , por supuesto que volveré .
La carta de vinos , el pan , y la sugerencia fuera de carta",Muchas gracias por su reseña!,"Sanlúcar de Barrameda, España",Escrita el 17 de octubre de 2021,Escrita el 19 de octubre de 2021,4 contribuciones,4.0,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/20/39/0c/c8/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/20/39/0c/ca/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246008-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,"Si quieres repetir, es bueno",Ser G,"Perfecto para invitar a tus padres a comer por su cumple.
Trato humano y cercano, cocina exquisita, balanceada, en su punto. Calidad precio excelente.
Repetiremos =)","Hola Sergio, gracias por tus palabras!",1 contribución,Escrita el 14 de octubre de 2021,Escrita el 19 de octubre de 2021,,1.0,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Comida,Servicio,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246008-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,el mejor bacalo de mi vida,Claudia,"respecto a la comida todo espectacular, pedimos las croquetas, bacalao en bisqué de mariscos, ensalada con queso y otro pescado con verduras.
No creo que pueda comer mejores croquetas ni mejor bacalao.
Además nos cantaron cumpleaños feliz y nos dieron una amenidad. Nos fuismos felices y definitivamente lo recomendaremos.
Ah!!! y muy buena sangría","Hola Claudia! Nos alegra muchísimo que tu visita a Metro Bistro haya sido de tu agrado.
Aquí te esperamos para que puedas seguir disfrutando de nuestros sabores.
Un saludo!","Santiago, Chile",Escrita el 28 de septiembre de 2021,Escrita el 11 de octubre de 2021,4 contribuciones,4.0,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Comida,Servicio,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776245954-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Gran área de bar,cha,"No comí, pero vino por una bebida - increíbles opciones de bebidas, muy razonable y deliciosas tapas. me encantaría este lugar volvería defo","Londres, Reino Unido",747,Escrita el 6 de enero de 2026,747 contribuciones,Mostrar original,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/9f/47/a1/caption.jpg?w=200&h=-1&s=1,,,,,,,
1776245954-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Demoras excesivas y detalles que empañan la la experiencia.⏬,Susana V,"La experiencia en general fue aceptable, aunque con algunos puntos a mejorar. El servicio por parte del personal fue bueno y amable, pero hubo una demora excesiva en los segundos platos, que tardaron más de 20 minutos en llegar a la mesa. Además, al pagar la cuenta no nos devolvieron el cambio y tuvimos que pedirlo expresamente. En cuanto a la relación calidad-precio, nos pareció regular. Con una mejor organización en cocina y más atención en los detalles, la experiencia podría mejorar notablemente.","Terrassa, España",43,Escrita el 28 de diciembre de 2025,43 contribuciones,,,Calidad/precio,Comida,Servicio,Ambiente,"Valorar el menú con antelación, ya que la relación calidad-precio es correcta pero no destacable.",,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/9f/7b/76/878susanav.jpg?w=100&h=-1&s=1,,,,,,,
1776245954-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,¡ Excelente ! Recomiendo el Pato,Javi,"¡Excelente lugar!
Favorito de mi padre en cada visita a Madrid. Él me invitó a conocer el lugar y realmente es TODO Muy rico.
La atención super bien, el lugar tranquilo , no demasiado grande, la comida excelente!
El pato en esa pequeña parrilla ¡ qué buena idea !  Una delicia.",12 contribuciones,12,Escrita el 11 de diciembre de 2025,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/f6/5d/28/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/34/4e/f9/caption.jpg?w=100&h=-1&s=1,,,,,,,
1776245954-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Absolutamente fabuloso!!,Natalie L,"Éramos un grupo de 10 celebrando mi 60 cumpleaños. Después de revisar muchos restaurantes de los 100 disponibles nos decidimos por Metro Bistro y no nos decepcionó. Elegimos el menú degustación con maridaje de vinos que era nada menos que excelente. Cada plato explicado de una manera informal encantadora y el maridaje de vinos era excelente. La comida es fuera de este mundo, el servicio excelente y el valor increíble.",1 contribución,1,Escrita el 13 de noviembre de 2025,,Mostrar original,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,,,,,,,
1776245954-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Una visita obligada si te gusta la buena comida,Destination768292,"Mi amigo y yo teníamos el menú degustación de 7 platos. ¡Qué delicia gastronómica! Cada curso fue explicado en detalle. Cada plato era lo suficientemente grande como para obtener la experiencia de sabor completa, pero lo suficientemente pequeño como para que siete platos no se sintieran demasiado. Nuestro camarero eligió una botella de vino para nosotros. Una velada realmente genial y una whcih será recordada por mucho tiempo.","Haywards Heath, Reino Unido",4,Escrita el 25 de septiembre de 2025,4 contribuciones,Mostrar original,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,,,,,,,
1776245954-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Decepcionante,Jose Miguel N,"Pedimos dos hamburguesas 
No nos preguntaron el punto de la carne 
En la carta ponía con bacon y nos las pusieron solo con cebolla poché 
Nos la sirvieron seca muy pasada y tardaron más de media hora en traerlas
Y el local estaba vacío porque eran las 20:30
En una palabra: decepcionante",3 contribuciones,3,Escrita el 3 de agosto de 2025,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,,,,,,,
1776245954-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Comida sabrosa y buen servicio................,John C,"Un muy buen restaurante con un buen menú que satisfaría a la mayoría de los comensales. 

El personal de servicio era muy amable y profesional y estaba encantado de hacer recomendaciones. Muchas opciones garantizan poder tomar una decisión exitosa y disfrutar de lo que ordenó. 

Las placas llegaron a tiempo y estaban bien presentadas. Comida muy sabrosa y porciones generosas aseguraron la satisfacción. 

En general, un muy buen restaurante y vale la pena dejarse caer. Recomendado.","Sídney, Australia",577,Escrita el 10 de junio de 2025,577 contribuciones,Mostrar original,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,,,,,,
1776245954-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Fabuloso menú degustación con maridaje perfecto de vinos españoles,EricW_STL,"Nos quedamos MUY impresionados con esta joya escondida, justo al lado de la Plaza Mayor! Recomiendo encarecidamente el menú degustación con maridaje de vinos (unos 75 euros por persona incluyendo el maridaje de vinos - - tal oferta! ) ! Fue una gran selección de 7 platos pequeños (pero todo muy lleno) que incluía sopa, mariscos, setas, pescado, cerdo y postres! Los maridajes de vinos eran todos españoles y maridado maravillosamente! ¡Recomiendo encarecidamente visitar este restaurante para su próximo menú de maridaje de vinos y alimentos en Madrid!","Saint Louis, Missouri",45,Escrita el 20 de mayo de 2025,45 contribuciones,Mostrar original,,Calidad/precio,Comida,Servicio,Ambiente,,,Traducido automáticamente,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/ea/b6/4c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,,,,,,,
1776245954-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,"Buena comida, el servicio podría ser mejor",Uday T,"Habíamos reservado el restaurante como es popular, que estaba igual de bien, tan pronto como llegamos allí se llenó. No tuvimos un buen comienzo. Google nos llevó a la entrada trasera y aunque había personal de camareros tendiendo mesas nos ignoraron y luego un gerente furioso nos llevó al frpnt del restaurante para tomar una mesa hasta que estuvieran listos con la mesa. Me puse corto cuando pedí una lista de cócteles que no hizo Tehy ni era posible un whisky, así que tenía que ser una copa de vino
Nos dieron nuestra mesa unos 10 minutos después
La comida que tuvimos fue muy buena, y nos gustó mucho. El servicio fue muy bueno y nos ayudaron con la elección de una muy buena botella de vino
Terminamos teniendo una muy buena experiencia, empañada solo con la introducción grosera de este gran restaurante","Londres, Reino Unido",1911,Escrita el 11 de marzo de 2025,1911 contribuciones,Mostrar original,,Calidad/precio,Comida,Servicio,Ambiente,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,,,,,,,
1776245954-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Una experiencia gastronómica en pleno centro de Madrid,Maica Romero,"Muy buen servicio. La comida espectacular. La cremita de calabaza, las croquetas de boletus y la presa ibérica con salsa de frutos rojos y rollitos de hojaldre de col lombarda una maravilla. El postre una tarta de manzana riquísima y helado de vainilla.  Lo recomiendo por su ubicación muy cerquita de Plaza Mayor y por su calidad en los productos.",10 contribuciones,10,Escrita el 2 de marzo de 2025,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/29/51/bb/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,,,,,,,
1776245954-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Siempre repetimos en el Metro B,José Luis R,"Siempre que vamos a Madrid lo visitamos, por el trato, amabilidad y por supuesto, por la oferta culinaria que nos encanta.",11 contribuciones,11,Escrita el 7 de enero de 2025,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,,,,,,,
1776245954-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Definitivamente es un lugar al que nos encantaría volver!,Private Chef Roberto Medda,"Tuvimos una excelente experiencia y quedamos encantados con las recomendaciones. Los platos estaban deliciosos: disfrutamos de las ortiguillas, queso de cabra y ensalada de higos, arroz tostado y su toque único en el cerdo agridulce. 

El personal era increíblemente atento y amable, haciéndonos sentir muy bienvenidos. El lugar estaba impecable y bien organizado, creando un ambiente agradable.","Costa Adeje, España",260,Escrita el 15 de diciembre de 2024,260 contribuciones,Mostrar original,,Calidad/precio,Comida,Servicio,Ambiente,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/57/fa/12/privatechefroberto.jpg?w=100&h=-1&s=1,,,,,,,
1776245954-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Gran experiencia gastronómica,Wander31279964613,"Este es un restaurante excepcional con comida, personal y servicio de alta calidad. Como un grupo de 12 mujeres, nos sorprendió gratamente la atención al detalle tanto en el servicio, la calidad de los alimentos y la presentación.",5 contribuciones,5,Escrita el 21 de octubre de 2024,,Mostrar original,,Calidad/precio,Comida,Servicio,Ambiente,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,,,,,,,
