web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,position,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,image,image2,image3,image4,image5,image6,image7,image8,data22
1776246023-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Maravilloso,CeliaRedSac,Siempre que vamos nos encanta. Sus platos son una delicia y Matías y su equipo son encantadores. Estuvimos como en una mesita reservada al fondo. Genial,"Hola Celia! Que alegría saber que cada vez que nos vistas tu experiencia sea maravillosa.
Aquí seguimos esforzándonos día a día para que así sea.
saludos!
Equipo Metro Bistro","Madrid, España",76,Escrita el 25 de septiembre de 2021,Escrita el 11 de octubre de 2021,,76 contribuciones,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,Leer más,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/3e/ac/63/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246023-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Exquisito y más allá!!,Navigator57688165772,"La comida RIQUISIMA, el trato impecable.
Matías … un gran chef digno de las mejores cocinas.
Volveré una y otra vez. Esas explosiones de sabor me tienen enqmorada 🥰","Que alegría nos da contar con cliente como tú, que disfrutan tanto como nosotros de Metro Bistro.
Aquí te esperamos, una y otra vez, para que sigas sorprendiéndote.
Saludos!!",1 contribución,1,Escrita el 22 de septiembre de 2021,Escrita el 11 de octubre de 2021,,,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/24/default-avatar-2020-60.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246023-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Servicio cercano y comida exquisita,Javity,"Nos ha encantado este sitio al que fuimos a cenar. El camarero que nos atendió fue muy amable y atento, nos explicó todo con mucho detalle.
La comida además está espectacular. Podríamos destacar las croquetas de cecina y boletus, el bacalao y el Magre de pato.
Sin duda para repetir!","Hola Javier. Nos alegra muchísimo que tu experiencia con nosotros haya sido de tu agrado. Aquí te esperamos para seguir sorprendiéndote. 
Saludos!","Madrid, España",696,Escrita el 12 de septiembre de 2021,Escrita el 11 de octubre de 2021,,696 contribuciones,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/af/59/0d/javidardos.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246023-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Imposible mejorarlo,C G,"Impresionante. Hacía mucho tiempo que primero, segundo y postre me habían gustado tanto. Y para colmo, Matías, un encanto. No os lo perdáis.","Gracias Carlos por dejarte sorprender con nosotros. 
Esperamos verte pronto por Metro Bistro. Un saludo","Madrid, España",2,Escrita el 12 de septiembre de 2021,Escrita el 11 de octubre de 2021,,2 contribuciones,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246023-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Nunca falla,Harry C,"Siempre que visito Madrid reservo un día para ir. El menú de degustacion sigue siendo genial, y el servicio es atento y muy profesional. Nunca ne defrauda. Buena calidad y precio.","Muchas gracias Harry por tus palabras! Y gracias también por confiar en nosotros y dejarnos disfrutar con tu vista.
Esteramos verte pronto.
Un saludo
Equipo Metro Bistro",9 contribuciones,9,Escrita el 7 de agosto de 2021,Escrita el 11 de octubre de 2021,,,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246023-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Te lo vas a perder? Allá tú,Pedro Antonio Saenz Esteban,Una vez más hemos vuelto a este templo gastronómico en el que Matías y su equipo te elevan a un metro del suelo con un espectáculo de sabores con sus elaboraciones. Un menú equilibrado en sus aromas y texturas. Auténtica alquimia culinaria difícil de encontrar hoy a este precio. Mi sincero agradecimiento y reconocimiento,"Es un enorme placer para nosotros poder contar con clientes como vosotros. Es por ustedes que nos esforzamos día a día para que su experiencia en metro Bistro sea cada vez mejor.
Muchas gracias por tus palabras.
Un saludo","Madrid, España",56,Escrita el 17 de julio de 2021,Escrita el 11 de octubre de 2021,,56 contribuciones,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,Leer más,,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246023-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Buen restaurante al lado de la Plaza Mayor,EME,"Menú degustación sorpresa, ni idea de lo que íbamos a comer. Cinco platos más un postre y medio (a compartir). Todo buenísimo, salmorejo, champiñones, ortiguillas, arroz con carabinero y cochinillo. Así, a lo pronto no parece nada especial pero cada plato tiene toques sutiles de alta cocina que notas enseguida. Creo que lo tienen muy bien estudiado, un menú de calidad a un precio razonable y en el que sales pidiendo la hora, porque parece que no, pero te sacias bastante. Menú degustación, bebidas, café ... pues para que os hagáis una idea aproximadamente unos 50€ por persona. Servicio muy agradable y profesional. Volvería a probar otras cosas, sin duda.

P.D.: Es el primer cochinillo a baja temperatura que me ha gustado, de todos los que he probado que han sido unos cuantos, enhorabuena.",Hola! es un placer para nosotros atender a clientes como usted que aprecia la gastronomía de esa manera. Seguiremos esforzándonos cada día para dar lo mejor de nosotros. Un saludo.,"Leganés, España",248,Escrita el 14 de julio de 2021,Escrita el 11 de octubre de 2021,,248 contribuciones,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/54/4f/64/emecol.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246023-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Un Buen Restaurante,Josep P,"Fuimos a comer en familia,guiados por los comentarios que tiene,y en verdad,NO ME DECEPCIONO,muy bien en todo,empezando por la comida todo muy bien, y muy bien elaborado,unas croquetas excelentes,el esteak tartar estupendo,enfin todo lo que probamos estaba delicioso.Y no me quiero dejar la super amabilidad de la persona que nos atendió.En resumen sitio totalmente recomendable y agradable.Nosotros pensamos repetir a la vuelta a Madrid.-","Gracias por tus palabras Josep! Nos alegra muchísimo que les haya gustado todo. Esperamos verlos de nuevo para seguir sorprendiéndolos. 
Un saludo
Equipo Metro Bistró",58 contribuciones,58,Escrita el 17 de junio de 2021,Escrita el 11 de octubre de 2021,,,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246023-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Menú degustación muy completo y atención inmejorable,Silvia C,"Una gran experiencia para los sentidos... decidimos tomar el menú degustación sin conocerlo y nos encantó. Un lugar céntrico donde disfrutar de una cocina equilibrada, de calidad e innovadora.","Muchas gracias por su opinion ! Nos alegra saber que les haya gustado nuestro menu degustacion ! 
Para la proxima le vamos a sorprender con nuevos platos !","Madrid, España",21,Escrita el 13 de junio de 2021,Escrita el 17 de junio de 2021,,21 contribuciones,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/e8/9e/e0/chipirona1979.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246023-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Platos nuevos y muy ricos,ananabarro69,Una cena en Metro Bistró es sinónimo de comer bien y rico. Así fue anoche entre amigas y probando platos nuevos de Matías Smith como la coquelet en escabeche y el tajine de berenjenas.Muy rico... No te lo pierdas,Muchas gracias por su valoracion ! Estamos encantados de recibirles y sorprenderles con nuevos platos !,"Madrid, España",10,Escrita el 5 de junio de 2021,Escrita el 9 de junio de 2021,,10 contribuciones,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246023-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Cena de amigas,Debora M,"Fui em varias ocasiones, espectacular desde ña atención  el chef matias increíble la dedicación como me adapto platos ya que no como de todo.originalidad, muy buen  trato, comida riquísima, muy recomendable. 
Postres también increíbles. 

Un saludo 

Deborah",Gracias por su comentario !  Nos alegra leer comentarios tan positivos como el suyo !,5 contribuciones,5,Escrita el 5 de junio de 2021,Escrita el 9 de junio de 2021,,,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/17/30/de/metro-bistro-plaza-mayor.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/17/30/e1/metro-bistro-plaza-mayor.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246023-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Día Especial!! Insuperable!!,Alejandra //Ale,"Día especial y eso consiguió el Chef Matias Smith....Menú degustación diseñado por el, tanto para adultos como niños, espectacular. Comida elaborada , con sabores nuevos que sorprenden al paladar y de toque final un postre excelente!!!! .El personal, no puede ser más agradable y atento. No falto detalle y estuvieron pendientes de la organización en todo momento. Consiguieron que todos los comensales quieran repetir, sin duda volvemos !!! Gracias siempre al Chef!!!! Tan atentó como el personal y cuidando todos los detalles. Maravilloso día!!!","Muchas gracias por su opinión!
Nos alegra mucho leer comentarios asi de positivos ! 
Les esperamos pronto",1 contribución,1,Escrita el 26 de mayo de 2021,Escrita el 29 de mayo de 2021,,,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246023-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Excelente y muy recomendable restaurante,Mónica G,Restaurante muy recomendable muy cerca del centro de Madrid. Comida excelente. La cocina de Matías Smith es exquisita sorprenden sus sabores.Muy recomendable el menú degustación y platos como el humus y el pez mantequilla. Buena carta de vinos y muy buena relación calidad precio. Trato muy cercano por parte de todo el personal.,"Gracias por su opinion ! 
Nos alegra saber que les ha gustado el menu degustacion y el trato ofecido por nuestro personal !
Un cordial saludo de parte del equipo !",1 contribución,1,Escrita el 26 de mayo de 2021,Escrita el 29 de mayo de 2021,,,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246023-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,"Amazing, increible, unglaublich!",Leticia P,"Una pena que no tenga todas las estrellas que se merecen que serían 10 si las hubiera! Servicio increible, majisimos y los platos y recetas impresionantes!",Mucha felicidad y aliento me da cuando leo reseñas así. Las 10 estrellas te las damos a ti como un cliente top!!! te esperamos muchas mas veces en Metro Bistro!!,9 contribuciones,9,Escrita el 11 de mayo de 2021,Escrita el 11 de mayo de 2021,,,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/f5/ee/e9/metro-bistro-plaza-mayor.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/f5/ee/eb/metro-bistro-plaza-mayor.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246008-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Mejor degustación de Madrid,Saga noren,Espetacular!!! Florín un encanto. Muy recomendable para comer o cenar una experiencia deliciosa! Todo muy rico!,Gracias por tu palabras!!,"Alcoy, España",Escrita el 11 de junio de 2022,Escrita el 16 de junio de 2022,4 contribuciones,4.0,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/e5/f3/94/metro-bistro-plaza-mayor.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/e5/f3/95/metro-bistro-plaza-mayor.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246008-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Muy bueno,Paloma G,"El sitio es muy bonito y bien ambientado, la atención de los camareros muy buena y toda la comida que probamos estaba espectacular, y el precio asequible, así que estoy deseando volver.",Gracias Paloma! esperamos volver a verte pronto por Metro Bistró,"Madrid, España",Escrita el 24 de mayo de 2022,Escrita el 7 de junio de 2022,37 contribuciones,37.0,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Comida,Servicio,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246008-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Celebración de bautizo de 10,David C,"Fuimos para celebrar un bautizo y, en total, eramos 15 adultos y 5 niños.

Reservamos el salón que tienen en la planta baja que, además de amplio, está muy bien decorado en estilo industrial.

Tanto la comida como el servicio prestado por los camareros, ha sido de 10. 

Comimos el Menú Descubrimiento y cada plato, ha estado mejor que el anterior, y además los camareros han sido muy atentos en todo momento a cada uno de los que estábamos.

Para repetir, sin duda.",Gracias David!! los esperamos en Metro Bistró!,15 contribuciones,Escrita el 26 de marzo de 2022,Escrita el 7 de junio de 2022,,15.0,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,Leer más,Leer más,,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246008-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,Espectacular,Lucia T,"Un sitio espectacular con una atención exquisita. 
Todo lo que comimos estaba exquisito. Desde el hummus que nos sirvieron de cortesía antes de los entrantes hasta la carne que ha sido de los mejores solomillos que he comido. 
Todo impresionante, la atención de todos los camareros de 10, el servicio, la exquisitez de trato… 
Lo recomiendo 100% 
Volveremos seguro",Muchas gracias por tus palabras!!! Aqui le esperamos para que su experiencia en Metro Bistró sea tan buena,"Tenerife, España",Escrita el 6 de febrero de 2022,Escrita el 1 de marzo de 2022,17 contribuciones,17.0,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/05/02/18/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/05/02/19/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
1776246008-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html,un gusto para el paladar,macf c,"digno de 1 estrella  
menu desgustacio fantastico  personal de 10  y aprecimaos mucho que el jefe pasara saludarnos  y  preguntar si todo bien",Muchas gracias por tu reseña!!,"Ginebra, Cantón de Ginebra",Escrita el 5 de enero de 2022,Escrita el 26 de enero de 2022,10 contribuciones,10.0,MetroBistro_CM,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/c6/44/a0/macfc2015.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,
